,strategy
2016-11-30,0.08072251369790022
2016-12-31,0.05573065967391455
2017-01-31,0.0026375657429131747
2017-02-28,0.03338439213942097
2017-03-31,0.029037627237220004
2017-04-30,0.014113771896629655
2017-05-31,0.08940472710385351
2017-06-30,-0.043290397239134325
2017-07-31,0.04725744195254542
2017-08-31,0.0661838887853181
2017-09-30,0.04073051138053127
2017-10-31,0.12498999851941939
2017-11-30,0.032658979643148164
2017-12-31,-0.03389891673241565
2018-01-31,0.12108018853217536
2018-02-28,-0.060394366312785254
2018-03-31,-0.03412472115460265
2018-04-30,0.02191785228177095
2018-05-31,0.06058253865183945
2018-06-30,-0.008992322771135429
2018-07-31,0.02456559281813321
2018-08-31,0.14253671373138663
2018-09-30,-0.0131398080180712
2018-10-31,-0.1691409948794624
2018-11-30,-0.05035131984834032
2018-12-31,-0.0633285920108602
2019-01-31,0.026665061818516286
2019-02-28,0.05154020721005468
2019-03-31,0.019726299809163662
2019-04-30,-0.006032122946287242
2019-05-31,-0.01959288329055701
2019-06-30,0.06445115668544789
2019-07-31,0.03563964144634266
2019-08-31,0.0502463411111734
2019-09-30,-0.04409669312487277
2019-10-31,-0.022252611767276765
2019-11-30,0.0029922030667183467
2019-12-31,0.004109628851318037
2020-01-31,0.0013067587439149603
2020-02-29,-0.059402287511432346
2020-03-31,-0.16175540793371013
2020-04-30,0.12097544712053401
2020-05-31,0.07178466879869821
2020-06-30,0.06408076906370157
2020-07-31,0.1526137736712513
2020-08-31,0.13130254414064996
2020-09-30,-0.05597337381339361
2020-10-31,-0.06459513658382668
2020-11-30,0.21912799910557101
2020-12-31,0.07282357867721544
2021-01-31,0.08406047134928352
2021-02-28,0.04802051711970062
2021-03-31,-0.07524749028937874
2021-04-30,0.04407421519606573
2021-05-31,0.013563936586822716
2021-06-30,-0.010651542167035665
2021-07-31,0.004238856685344929
2021-08-31,0.020769810220630347
2021-09-30,-0.06933230289803677
2021-10-31,0.09466548672250812
2021-11-30,-0.03141078303507303
2021-12-31,0.0316445990797522
2022-01-31,-0.055761173956210656
2022-02-28,0.019081553398870382
2022-03-31,0.04915647285725285
2022-04-30,-0.03924534906967625
2022-05-31,0.09798414774257552
2022-06-30,-0.1304108493356682
2022-07-31,0.06623606350550307
2022-08-31,0.015516259563937334
2022-09-30,-0.07944307895580743
2022-10-31,0.13740213386658698
2022-11-30,0.025881733883225247
2022-12-31,-0.03464380670075385
2023-01-31,0.0030482627936063477
2023-02-28,-0.05131905883024968
2023-03-31,0.04589439722921195
2023-04-30,0.023051888832449224
2023-05-31,0.10346339163446262
2023-06-30,0.045593233745992154
2023-07-31,0.05058900025695305
2023-08-31,-0.037508581041628714
2023-09-30,-0.0780864504843063
2023-10-31,-0.04312389985524142
2023-11-30,0.14024835994041593
2023-12-31,0.03210569169938723
2024-01-31,0.06711453765660674
2024-02-29,0.24093778902244672
2024-03-31,0.11636220344356311
2024-04-30,-0.030536894445233193
2024-05-31,0.11171084993808095
2024-06-30,-0.01197908354935028
2024-07-31,-0.06122886038058006
2024-08-31,0.0810842143264957
2024-09-30,0.05915919401629054
2024-10-31,0.0038060228164271685
2024-11-30,0.18884225706001437
2024-12-31,-0.09230316161906982
2025-01-31,0.10978196486175162
2025-02-28,-0.015053066768986956
2025-03-31,-0.06530688650061969
2025-04-30,0.04079988188263421
2025-05-31,0.043909452971036635
2025-06-30,0.02999691211180137
2025-07-31,0.022606704540067742
2025-08-31,-0.011133411772947544
2025-09-30,0.07902223671896892
2025-10-31,-0.00572852036945787
2025-11-30,-0.005072710004302485
2025-12-31,0.03732075617759377
