,strategy
2011-02-28,0.05499234768058641
2011-03-31,0.04569477179321832
2011-04-30,0.002004866237815185
2011-05-31,-0.012315264078989566
2011-06-30,0.03406757702381821
2011-07-31,-0.04696645686968635
2011-08-31,-0.02831823429438568
2011-09-30,-0.07238409216659347
2011-10-31,0.08973437021006775
2011-11-30,0.01182926407487579
2011-12-31,-0.027803972571280526
2012-01-31,0.004369872337511538
2012-02-29,0.07049209580841528
2012-03-31,0.06410822854198917
2012-04-30,0.03662837066510979
2012-05-31,-0.0111563248128812
2012-06-30,-0.014757039285864483
2012-07-31,0.027242962633959436
2012-08-31,-0.005595337480983098
2012-09-30,0.02620555775084308
2012-10-31,-0.012211700874528525
2012-11-30,0.00882335489335322
2012-12-31,0.026218827159002495
2013-01-31,0.06740505052777458
2013-02-28,-0.009411882975955502
2013-03-31,0.047205047987982925
2013-04-30,-0.003842473103097389
2013-05-31,0.051191745630457836
2013-06-30,-0.06772413614694382
2013-07-31,0.11454367548879862
2013-08-31,0.05604216707737619
2013-09-30,0.08800223574849113
2013-10-31,0.009663684291799457
2013-11-30,0.024806965925513316
2013-12-31,0.014707432410459199
2014-01-31,-0.04156525851970997
2014-02-28,0.043544080038887455
2014-03-31,-0.03459118488482287
2014-04-30,-0.03351248744539883
2014-05-31,0.04409207286781788
2014-06-30,0.06493468797815909
2014-07-31,-0.018896619848003626
2014-08-31,0.0865980263759942
2014-09-30,-0.0018080041092244576
2014-10-31,-0.009060086587495941
2014-11-30,0.09790474769791674
2014-12-31,0.020123158799124186
2015-01-31,0.02310798986851375
2015-02-28,0.07177222520714574
2015-03-31,0.025949200714904294
2015-04-30,-0.07324143885422846
2015-05-31,0.11408343185098596
2015-06-30,0.030001519903692393
2015-07-31,0.007166559385607441
2015-08-31,-0.0689766879648222
2015-09-30,0.004447723318081354
2015-10-31,0.08621622372415907
2015-11-30,-0.010643294720877007
2015-12-31,-0.03564015663081609
2016-01-31,-0.08753268011190207
2016-02-29,-0.03357164980242294
2016-03-31,0.07999337974267182
2016-04-30,-0.04461004221979105
2016-05-31,0.01392383815438788
2016-06-30,0.06965505079922069
2016-07-31,0.021492906410810277
2016-08-31,-0.028595500775100563
2016-09-30,0.019103086235148937
2016-10-31,-0.03509980531289627
